03/14/2024,"Reference: AT240760006000010012298"," 22.93","TOM`S SUSHI 001 VANCOUVER","",
03/15/2024,"Reference: AT240760006000010058239"," 51.99","CINEPLEX #8030 WEB QP TORONTO","",
03/15/2024,"Reference: AT240760006000010008217"," 14.43","CINEPLEX 1149 VANCOUVER","",
03/15/2024,"Reference: AT240760006000010077862"," 5.24","EVO CAR SHARE BURNABY","",
03/15/2024,"Reference: AT240770006000010088624"," 21.68","RAMEN DANBO KITSILANO 0 VANCOUVER","",
03/16/2024,"Reference: AT240770006000010020714"," 27.97","TOP TEN PRODUCE (2001) VANCOUVER","",
03/17/2024,"Reference: AT240780006000010024674"," 99.14","DOORDASHDASHMART DOWNTOWN TORONT","",
03/17/2024,"Reference: AT240770006000010003149"," 21.55","EVO CAR SHARE BURNABY","",
03/17/2024,"Reference: AT240780006000010053697"," 15.67","EVO CAR SHARE BURNABY","",
03/17/2024,"Reference: AT240780006000010019198"," 17.32","MISTER ICE CREAM VANCOUVER","",
03/17/2024,"Reference: AT240780006000010014941"," 117.18","ROBBA DA MATTI YALETO VANCOUVER","",
03/19/2024,"Reference: AT240800006000010023996"," 7.64","FRESH ST. MARKET 1055 VANCOUVER","",
03/20/2024,"Reference: 10000000010319999895570"," -1187.75","PAYMENT RECEIVED - THANK YOU","",
03/20/2024,"Reference: AT240810006000010053596"," 7.39","SEPHORA PACIFIC CENT VANCOUVER","",
03/20/2024,"Reference: AT240810006000010069810"," 100.00","URBANOUTFITTERS 00088 VANCOUVER","",
03/21/2024,"Reference: AT240820006000010020768"," 28.84","NANDO'S DAVIE & HOWE VANCOUVER","",
03/22/2024,"Reference: AT240830006000010070971"," 38.97","DOORDASHSHOPPERSDRU DOWNTOWN TORONT","",
03/22/2024,"Reference: AT240830006000010086056"," 21.25","TOP TEN PRODUCE (2001) VANCOUVER","",
03/23/2024,"Reference: AT240850006000010010498"," 11.54","SHOPPERS DRUG MART #020 VANCOUVER","",
03/23/2024,"Reference: AT240840006000010015440"," 16.46","TOP TEN PRODUCE (2001) VANCOUVER","",
03/24/2024,"Reference: AT240850006000010006898"," 21.85","DOORDASHTHAIBASIL DOWNTOWN TORONT","",
03/25/2024,"Reference: AT240850006000010017579"," 330.77","AMZN MKTP CA*RA0GG7ZB2 WWW.AMAZON.CA","",
03/25/2024,"Reference: AT240860006000010009549"," 4.08","UBC BOOKSTORE VANCOUVER VANCOUVER","",
03/27/2024,"Reference: AT240880006000010069434"," 18.89","ABC*803-GOLDS GYM VANCOUVER","",
03/27/2024,"Reference: AT240870006000010066837"," 5.24","EVO CAR SHARE BURNABY","",
03/27/2024,"Reference: AT240870006000010075567"," 5.24","EVO CAR SHARE BURNABY","",
03/28/2024,"Reference: AT240880006000010037595"," 4.69","EVO CAR SHARE BURNABY","",
03/28/2024,"Reference: 10000000011128999873810"," 12.99","MEMBERSHIP FEE INSTALLMENT","",
